Experiment;ID;Sex;Age_Days;ConContext;Identity_change;Location_change;ConSoc;ConOut;Condition;ObjectPos;ObjectPosAct;TrialRun;TrialCon;LTScreenOut;LTObjectOut;FirstLookDurationObjectOut;FirstLookDurationScreen;TotalLTScreenAct;TotalLTObjectAct;TotalLTActorAct;TotalLTFaceAct;TotalLTObjectOut;OutcomeDuration;trial_valid;trial_LOB_Act;Actor;Object
2;11;F;293;0;0;1;NCOM;LOCATION;6;0;0;2;1;3082;2865;1749;3248;12641;1333;11308;10542;2865;8765;1;1;D2;OBJ-16
2;11;F;293;1;0;1;COM;LOCATION;3;0;1;3;1;10527;10394;2947;2947;13725;0;7728;7412;10394;15168;1;0;D1;OBJ-5
2;11;F;293;0;1;0;NCOM;IDENTITY;5;1;0;4;1;1649;1399;982;1265;10244;0;8728;8728;4646;15147;1;0;D2;OBJ-8
2;11;F;293;1;0;0;COM;NO;1;1;1;5;1;2365;2365;2416;2416;9278;1182;8096;7580;3915;10676;1;1;D2;OBJ-3
2;11;F;293;1;1;0;COM;IDENTITY;2;1;1;6;1;2814;2814;2831;2831;10244;883;9361;9178;2981;9254;1;1;D1;OBJ-13
2;11;F;293;1;0;1;COM;LOCATION;3;1;0;7;2;2431;1798;1333;2648;10662;0;8563;7330;1798;7078;1;0;D1;OBJ-6
2;11;F;293;1;0;0;COM;NO;1;0;0;8;2;2781;2548;1216;1499;9576;266;9310;8477;3464;15124;1;1;D2;OBJ-4
2;11;F;293;1;1;0;COM;IDENTITY;2;0;0;9;2;12193;11777;2915;4964;13025;733;12109;11376;11777;15141;1;1;D1;OBJ-14
2;11;F;293;0;1;0;NCOM;IDENTITY;5;0;1;10;2;13301;12984;2065;2065;13158;0;12675;12108;12984;15149;1;0;D2;OBJ-7
2;11;F;293;0;0;1;NCOM;LOCATION;6;1;1;11;2;4728;3879;1766;1766;9412;3048;6364;6048;5444;15159;1;1;D2;OBJ-15
2;11;F;293;0;0;0;NCOM;NO;4;1;1;12;2;2914;1665;783;1532;12890;1999;10891;9759;1665;7558;1;1;D1;OBJ-1
2;12;M;281;0;0;1;NCOM;LOCATION;6;1;0;1;1;2364;1515;1199;1699;10792;0;10642;10043;2281;10983;1;0;D1;OBJ-10
2;12;M;281;1;0;1;COM;LOCATION;3;1;1;2;1;3480;2148;1315;1865;9678;1083;7995;7795;2148;9350;1;1;D2;OBJ-7
2;12;M;281;1;1;0;COM;IDENTITY;2;0;0;3;1;3580;3214;1732;2148;11710;2865;8845;8395;4147;15124;1;1;D1;OBJ-2
2;12;M;281;1;0;0;COM;NO;1;0;0;4;1;2398;1382;916;916;9660;2464;7196;7029;3080;15143;1;1;D2;OBJ-4
2;12;M;281;0;1;0;NCOM;IDENTITY;5;1;1;5;1;5014;3198;1133;1466;11309;483;10393;10393;3198;11055;1;1;D1;OBJ-5
2;12;M;281;0;0;0;NCOM;NO;4;0;1;6;1;2082;1432;1066;1533;11822;366;9259;9259;2910;15137;1;1;D2;OBJ-11
2;12;M;281;1;1;0;COM;IDENTITY;2;1;1;7;2;3548;1233;1282;2481;12908;1532;11376;10926;3315;15142;1;1;D1;OBJ-1
2;12;M;281;1;0;1;COM;LOCATION;3;0;0;8;2;6861;2732;1016;2415;9043;1981;7062;6846;5080;15142;1;1;D2;OBJ-8
2;12;M;281;0;0;0;NCOM;NO;4;1;0;9;2;3832;1899;499;2166;11175;333;8027;7011;4664;15143;1;1;D2;OBJ-12
2;12;M;281;0;1;0;NCOM;IDENTITY;5;0;0;10;2;2731;1249;1249;1249;8792;3164;5362;5179;3421;15146;1;1;D1;OBJ-6
2;12;M;281;0;0;1;NCOM;LOCATION;6;0;1;11;2;4863;1682;1215;1215;11890;0;10308;9925;3581;14178;1;0;D1;OBJ-9
2;12;M;281;1;0;0;COM;NO;1;1;1;12;2;1982;766;782;1132;10042;366;9676;9043;2565;12496;1;1;D2;OBJ-3
2;13;M;291;1;0;0;COM;NO;1;1;1;1;1;1850;1383;850;2315;11097;0;11097;11097;1383;6971;1;0;D1;OBJ-1
2;13;M;291;0;0;1;NCOM;LOCATION;6;0;1;2;1;3131;2798;2798;3164;13820;0;12987;12820;6179;15156;1;0;D2;OBJ-7
2;13;M;291;0;1;0;NCOM;IDENTITY;5;0;0;3;1;6062;4980;4330;6279;13541;0;12975;12975;4980;10482;1;0;D2;OBJ-16
2;13;M;291;1;0;1;COM;LOCATION;3;1;0;4;1;2248;1765;1832;2331;12926;0;12476;12476;2798;10956;1;0;D1;OBJ-6
2;13;M;291;1;1;0;COM;IDENTITY;2;1;1;5;1;2082;1266;866;2265;12738;833;11905;11755;1266;9076;1;1;D1;OBJ-13
2;13;M;291;0;0;0;NCOM;NO;4;0;0;6;1;2781;2365;2415;2848;14139;0;14139;14139;2365;6901;1;0;D2;OBJ-4
2;13;M;291;0;0;0;NCOM;NO;4;1;1;7;2;1282;966;982;1315;11841;2332;9509;9509;1949;13483;1;1;D2;OBJ-3
2;13;M;291;1;0;1;COM;LOCATION;3;0;1;8;2;2116;2116;1666;1666;10427;0;9078;8911;2116;7903;1;0;D1;OBJ-5
2;13;M;291;1;1;0;COM;IDENTITY;2;0;0;9;2;3931;3448;3431;4147;9362;1217;8145;8045;3448;8790;1;1;D1;OBJ-14
2;13;M;291;0;1;0;NCOM;IDENTITY;5;1;1;10;2;1599;1066;1116;1782;6712;0;6712;6712;1066;7580;1;0;D2;OBJ-15
2;13;M;291;1;0;0;COM;NO;1;0;0;11;2;1450;733;733;1632;7279;1166;5581;5581;733;7359;1;1;D1;OBJ-2
2;13;M;291;0;0;1;NCOM;LOCATION;6;1;0;12;2;1183;999;1050;1333;13106;0;12756;12756;999;9404;1;0;D2;OBJ-8
2;14;M;282;1;0;0;COM;NO;1;0;1;1;1;10342;3381;833;3498;13741;0;12659;12659;5929;15133;1;0;D1;OBJ-9
2;14;M;282;0;1;0;NCOM;IDENTITY;5;1;1;2;1;5029;2982;649;1482;10943;0;10943;10760;5307;15149;1;0;D2;OBJ-3
2;14;M;282;0;0;0;NCOM;NO;4;0;0;3;1;3264;1998;400;3514;13640;450;13190;12674;4148;15124;1;1;D2;OBJ-8
2;14;M;282;0;0;1;NCOM;LOCATION;6;1;1;4;1;2614;2331;766;2765;13625;599;12843;12193;2331;6984;1;1;D1;OBJ-5
2;14;M;282;1;0;1;COM;LOCATION;3;1;0;5;1;10414;8998;2248;2248;12907;0;11890;11190;8998;15143;1;0;D2;OBJ-12
2;14;M;282;1;1;0;COM;IDENTITY;2;0;0;6;1;12508;11975;3498;7378;14107;0;13940;13940;11975;15138;1;0;D1;OBJ-2
2;14;M;282;0;0;1;NCOM;LOCATION;6;0;0;7;2;12137;9688;2731;2965;13174;0;13174;13174;9688;15165;1;0;D1;OBJ-6
2;14;M;282;1;0;1;COM;LOCATION;3;0;1;8;2;9213;4014;1216;2531;13741;0;13291;12474;5430;15145;1;0;D2;OBJ-11
2;14;M;282;1;1;0;COM;IDENTITY;2;1;1;9;2;3364;1365;1415;1415;13874;333;13374;12808;3447;15126;1;1;D1;OBJ-1
2;14;M;282;0;0;0;NCOM;NO;4;1;1;10;2;3065;2265;816;2565;13659;0;13509;13109;2265;9133;1;0;D2;OBJ-7
2;14;M;282;0;1;0;NCOM;IDENTITY;5;0;0;11;2;3230;2864;1332;2964;5081;450;4231;4231;2864;8284;1;1;D2;OBJ-4
2;14;M;282;1;0;0;COM;NO;1;1;0;12;2;3348;2315;499;3697;14056;0;13607;13607;2315;8396;1;0;D1;OBJ-10
2;15;F;291;1;1;0;COM;IDENTITY;2;1;1;1;1;7512;6295;900;200;12725;200;12175;12008;6295;15159;1;1;D1;OBJ-5
2;15;F;291;1;0;0;COM;NO;1;0;0;2;1;1765;1765;1599;2415;12976;2332;10644;10461;7894;15125;1;1;D1;OBJ-10
2;15;F;291;0;0;1;NCOM;LOCATION;6;0;1;3;1;6294;4745;2398;2881;13575;0;13575;13392;6527;15148;1;0;D2;OBJ-15
2;15;F;291;0;0;0;NCOM;NO;4;1;1;4;1;3196;2264;2482;3564;13207;0;13074;12125;5095;15138;1;0;D2;OBJ-11
2;15;F;291;1;0;1;COM;LOCATION;3;1;0;5;1;2099;1366;1383;2199;13560;0;13394;12061;2699;10596;1;0;D1;OBJ-14
2;15;F;291;0;1;0;NCOM;IDENTITY;5;0;0;6;1;1083;1083;1249;1249;10544;0;10544;10411;1083;6697;1;0;D2;OBJ-8
2;15;F;291;0;0;1;NCOM;LOCATION;6;1;0;7;2;6045;5478;1548;2048;13109;0;12959;12959;6179;15160;1;0;D2;OBJ-16
2;15;F;291;1;0;0;COM;NO;1;1;1;8;2;2448;1615;616;2199;13325;3514;9811;9728;1615;6739;1;1;D1;OBJ-9
2;15;F;291;0;1;0;NCOM;IDENTITY;5;1;1;9;2;83;83;84;84;8795;0;8595;8595;83;15158;1;0;D2;OBJ-7
2;15;F;291;0;0;0;NCOM;NO;4;0;0;10;2;2298;1865;2031;2481;12760;283;12477;12410;1865;5793;1;1;D2;OBJ-12
2;15;F;291;1;0;1;COM;LOCATION;3;0;1;11;2;2348;1948;1315;2082;12808;0;11892;11809;5988;15082;1;0;D1;OBJ-13
2;15;F;291;1;1;0;COM;IDENTITY;2;0;0;12;2;2366;2050;2050;2366;12627;0;11827;11827;2050;5696;1;0;D1;OBJ-6
2;16;M;298;0;1;0;NCOM;IDENTITY;5;0;0;1;1;2581;1615;499;1815;9495;1733;7462;7462;1615;7134;1;1;D1;OBJ-10
2;16;M;298;0;0;1;NCOM;LOCATION;6;1;0;2;1;4247;3131;1265;3131;10693;0;8078;8078;3131;10480;1;0;D2;OBJ-2
2;16;M;298;1;0;0;COM;NO;1;1;1;3;1;2765;2765;2814;2814;8180;850;7330;7330;2765;7154;1;1;D2;OBJ-15
2;16;M;298;1;1;0;COM;IDENTITY;2;0;0;4;1;2249;1833;1882;2331;8977;2099;6878;6878;1833;6253;1;1;D2;OBJ-12
2;16;M;298;0;0;0;NCOM;NO;4;1;1;5;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;7917;0;0;D1;OBJ-13
2;16;M;298;1;0;1;COM;LOCATION;3;0;1;6;1;2698;1333;433;1366;9413;0;9063;8147;1333;8389;1;0;D2;OBJ-3
2;16;M;298;0;1;0;NCOM;IDENTITY;5;1;1;7;2;3231;3048;2699;3881;8929;0;8796;8629;3048;8554;1;0;D1;OBJ-9
2;16;M;298;1;0;0;COM;NO;1;0;0;8;2;2014;1332;616;832;5661;966;4695;3280;1332;8414;1;1;D2;OBJ-16
2;16;M;298;0;0;1;NCOM;LOCATION;6;0;1;9;2;1815;866;483;483;10611;0;9945;9378;866;7213;1;0;D1;OBJ-1
2;16;M;298;1;1;0;COM;IDENTITY;2;1;1;10;2;3798;3398;2349;2782;7377;0;7377;6428;3398;9255;1;0;D2;OBJ-11
2;16;M;298;1;0;1;COM;LOCATION;3;1;0;11;2;1566;783;783;1849;8581;0;6581;5398;783;6624;1;0;D2;OBJ-4
2;16;M;298;0;0;0;NCOM;NO;4;0;0;12;2;1782;766;799;1032;8827;466;8211;7095;1515;11771;1;1;D1;OBJ-14
2;17;M;283;1;0;1;COM;LOCATION;3;0;0;1;1;5999;2749;933;5279;13409;116;12510;12310;2749;10820;1;1;D1;OBJ-2
2;17;M;283;1;1;0;COM;IDENTITY;2;0;0;2;1;9551;6029;4163;5562;14075;0;13892;13675;7435;15147;1;0;D2;OBJ-16
2;17;M;283;1;0;0;COM;NO;1;0;1;3;1;3115;1882;699;3464;14239;0;11675;11359;1882;8837;1;0;D1;OBJ-5
2;17;M;283;0;1;0;NCOM;IDENTITY;5;1;0;4;1;4114;2915;816;816;14192;0;12926;12693;2915;9574;1;0;D2;OBJ-8
2;17;M;283;0;0;1;NCOM;LOCATION;6;1;1;5;1;5063;3596;2681;3347;14258;0;14075;14075;8659;15163;1;0;D2;OBJ-3
2;17;M;283;0;0;0;NCOM;NO;4;1;1;6;1;5944;2897;799;2315;14373;4347;10026;10026;3879;13038;1;1;D1;OBJ-13
2;17;M;283;1;0;0;COM;NO;1;1;0;7;2;4164;3598;966;1382;13573;0;10909;10909;4565;15120;1;0;D1;OBJ-6
2;17;M;283;0;0;1;NCOM;LOCATION;6;0;0;8;2;2949;1383;383;2865;13807;316;13341;13341;4964;15137;1;1;D2;OBJ-4
2;17;M;283;0;0;0;NCOM;NO;4;0;0;9;2;2833;2300;1515;2199;13173;1882;11158;11158;3533;15134;1;1;D1;OBJ-14
2;17;M;283;0;1;0;NCOM;IDENTITY;5;0;1;10;2;7487;5130;1682;2698;14007;0;14007;14007;5871;15131;1;0;D2;OBJ-7
2;17;M;283;1;1;0;COM;IDENTITY;2;1;1;11;2;4731;3998;4081;4864;13509;0;13292;13292;6396;15153;1;0;D2;OBJ-15
2;17;M;283;1;0;1;COM;LOCATION;3;1;1;12;2;2498;2498;2282;2282;12990;0;12990;12873;5312;15166;1;0;D1;OBJ-1
2;18;M;279;0;0;1;NCOM;LOCATION;6;1;0;1;1;3880;2631;966;2881;14275;0;13293;13293;4910;15124;1;0;D1;OBJ-10
2;18;M;279;1;0;0;COM;NO;1;1;1;2;1;2931;2648;799;1182;13707;1816;11891;11891;4180;12134;1;1;D2;OBJ-7
2;18;M;279;0;1;0;NCOM;IDENTITY;5;0;0;3;1;1733;1549;966;966;13676;3281;10129;10129;3198;14719;1;1;D1;OBJ-2
2;18;M;279;1;1;0;COM;IDENTITY;2;0;0;4;1;2015;1882;1100;1433;12659;3082;9410;9410;1882;8418;1;1;D2;OBJ-4
2;18;M;279;0;0;0;NCOM;NO;4;1;1;5;1;2282;1266;1283;2382;13958;1349;12376;12376;4845;15120;1;1;D1;OBJ-5
2;18;M;279;1;0;1;COM;LOCATION;3;0;1;6;1;2032;1532;983;1299;11493;0;8328;8328;1532;6903;1;0;D2;OBJ-11
2;18;M;279;0;1;0;NCOM;IDENTITY;5;1;1;7;2;2498;1815;1066;1799;9230;466;8614;8447;1815;9412;1;1;D1;OBJ-1
2;18;M;279;1;0;0;COM;NO;1;0;0;8;2;2032;1149;1166;2182;5679;499;5180;5180;1149;6491;1;1;D2;OBJ-8
2;18;M;279;1;0;1;COM;LOCATION;3;1;0;9;2;2764;949;949;1915;6245;0;5179;5179;1782;8648;1;0;D2;OBJ-12
2;18;M;279;0;0;0;NCOM;NO;4;0;0;10;2;3397;2265;1232;1832;10990;932;9908;9908;2265;9547;1;1;D1;OBJ-6
2;18;M;279;0;0;1;NCOM;LOCATION;6;0;1;11;2;7013;3382;1115;2182;10493;0;8195;7645;4065;15172;1;0;D1;OBJ-9
2;18;M;279;1;1;0;COM;IDENTITY;2;1;1;12;2;4296;2997;983;2348;5032;816;4216;4216;2997;9712;1;1;D2;OBJ-3
2;19;F;279;0;1;0;NCOM;IDENTITY;5;1;1;1;1;8442;6693;1499;1749;12224;4214;8010;7860;6693;15114;1;1;D1;OBJ-1
2;19;F;279;0;0;0;NCOM;NO;4;0;1;2;1;5812;4913;1366;2648;13973;0;12408;12241;5462;15138;1;0;D2;OBJ-7
2;19;F;279;0;0;1;NCOM;LOCATION;6;0;0;3;1;9993;9843;3215;3215;13658;2999;10659;10409;9843;15109;1;1;D2;OBJ-16
2;19;F;279;1;1;0;COM;IDENTITY;2;1;0;4;1;5246;4596;3231;5663;13791;0;5113;5113;6910;15150;1;0;D1;OBJ-6
2;19;F;279;1;0;1;COM;LOCATION;3;1;1;5;1;3930;3664;1466;1466;9809;4163;5646;5296;4947;14804;1;1;D1;OBJ-13
2;19;F;279;1;0;0;COM;NO;1;0;0;6;1;3314;1965;450;1966;14007;2198;11809;11809;4580;15163;1;1;D2;OBJ-4
2;19;F;279;1;0;0;COM;NO;1;1;1;7;2;8877;6862;683;2631;13457;3047;9994;9994;6862;15142;1;1;D2;OBJ-3
2;19;F;279;1;1;0;COM;IDENTITY;2;0;1;8;2;7196;6729;4864;6396;9529;0;4198;4198;6729;15119;1;0;D1;OBJ-5
2;19;F;279;1;0;1;COM;LOCATION;3;0;0;9;2;2098;2098;2132;2132;13672;2680;10992;7661;7128;15122;1;1;D1;OBJ-14
2;19;F;279;0;0;1;NCOM;LOCATION;6;1;1;10;2;6761;6761;1549;1549;13989;2330;11659;9827;7444;15146;1;1;D2;OBJ-15
2;19;F;279;0;1;0;NCOM;IDENTITY;5;0;0;11;2;4615;3333;3131;3131;12309;8311;3998;3598;5981;15156;1;1;D1;OBJ-2
2;19;F;279;0;0;0;NCOM;NO;4;1;0;12;2;6061;4862;1133;5946;12439;0;8559;7926;4862;12031;1;0;D2;OBJ-8
2;21;F;283;1;1;0;COM;IDENTITY;2;1;1;1;1;8479;3949;4014;4846;12325;3447;7862;7112;7846;15140;1;1;D1;OBJ-5
2;21;F;283;1;0;0;COM;NO;1;0;0;2;1;3265;2931;899;2215;13540;3997;9443;9443;3847;13458;1;1;D1;OBJ-10
2;21;F;283;0;0;1;NCOM;LOCATION;6;0;1;3;1;3165;2949;2265;2532;13608;0;11627;11627;2949;8126;1;0;D2;OBJ-15
2;21;F;283;0;0;0;NCOM;NO;4;1;1;4;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;7412;0;0;D2;OBJ-11
2;21;F;283;1;0;1;COM;LOCATION;3;1;0;5;1;2182;2182;2215;2215;4164;0;1916;1749;5429;14488;1;0;D1;OBJ-14
2;21;F;283;0;1;0;NCOM;IDENTITY;5;0;0;6;1;4280;3464;650;4647;9711;550;8728;8728;3464;9044;1;1;D2;OBJ-8
2;21;F;283;0;0;1;NCOM;LOCATION;6;1;0;7;2;2731;2498;1315;2531;4365;0;2666;2599;2498;9185;1;0;D2;OBJ-16
2;21;F;283;1;0;0;COM;NO;1;1;1;8;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;15127;0;0;D1;OBJ-9
2;21;F;283;0;1;0;NCOM;IDENTITY;5;1;1;9;2;4080;2382;683;4680;3564;316;3232;3165;2382;9512;1;1;D2;OBJ-7
2;21;F;283;0;0;0;NCOM;NO;4;0;0;10;2;3081;2265;1666;617;6397;1764;3967;3401;2265;8593;1;1;D2;OBJ-12
2;21;F;283;1;0;1;COM;LOCATION;3;0;1;11;2;2364;2048;1549;2531;11795;0;4532;4532;2048;7000;1;0;D1;OBJ-13
2;21;F;283;1;1;0;COM;IDENTITY;2;0;0;12;2;6680;6130;2782;2782;8297;6564;1733;1733;6972;15148;1;1;D1;OBJ-6
2;22;M;276;0;0;1;NCOM;LOCATION;6;0;0;1;1;4929;4129;799;1366;14139;0;12824;12607;4796;15135;1;0;D1;OBJ-10
2;22;M;276;1;0;0;COM;NO;1;1;0;2;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;15169;0;0;D2;OBJ-2
2;22;M;276;0;1;0;NCOM;IDENTITY;5;1;1;3;1;3899;2150;783;2998;10311;350;9961;9761;2150;8232;1;1;D2;OBJ-15
2;22;M;276;1;1;0;COM;IDENTITY;2;0;0;4;1;5930;2881;2265;3198;10560;0;10560;10393;5398;15158;1;0;D2;OBJ-12
2;22;M;276;1;0;1;COM;LOCATION;3;1;1;5;1;2933;1933;833;1183;8194;0;8194;8194;1933;8826;1;0;D1;OBJ-13
2;22;M;276;0;0;0;NCOM;NO;4;0;1;6;1;3698;2815;750;2948;11077;0;11077;10811;5252;15128;1;0;D2;OBJ-3
2;22;M;276;0;0;1;NCOM;LOCATION;6;1;1;7;2;3549;2732;2782;3348;12644;0;12644;12644;2732;8208;1;0;D1;OBJ-9
2;22;M;276;0;1;0;NCOM;IDENTITY;5;0;0;8;2;4797;3165;2598;4447;7628;1765;4964;4564;3165;10042;1;1;D2;OBJ-16
2;22;M;276;1;0;0;COM;NO;1;0;1;9;2;3363;2764;516;3081;8959;0;8659;8659;2764;8493;1;0;D1;OBJ-1
2;22;M;276;1;1;0;COM;IDENTITY;2;1;1;10;2;4031;3698;3731;4114;5682;634;4831;4614;3698;8756;1;1;D2;OBJ-11
2;22;M;276;0;0;0;NCOM;NO;4;1;0;11;2;2515;1982;932;2465;11609;0;9943;9943;1982;15150;1;0;D2;OBJ-4
2;22;M;276;1;0;1;COM;LOCATION;3;0;0;12;2;3663;3480;1666;1666;11173;0;11023;11023;3480;9774;1;0;D1;OBJ-14
2;23;F;289;1;0;0;COM;NO;1;0;0;1;1;3681;3681;2482;2482;10443;1366;8661;8661;5979;15156;1;1;D1;OBJ-2
2;23;F;289;0;1;0;NCOM;IDENTITY;5;0;0;2;1;3563;3563;2415;2415;12856;1982;10558;10142;3672;10735;1;1;D2;OBJ-16
2;23;F;289;1;0;1;COM;LOCATION;3;0;1;3;1;2082;2082;2116;2116;7847;0;6447;6447;5796;13693;1;0;D1;OBJ-5
2;23;F;289;0;0;1;NCOM;LOCATION;6;1;0;4;1;1349;1349;1382;1382;8012;0;7895;7895;2215;11777;1;0;D2;OBJ-8
2;23;F;289;0;0;0;NCOM;NO;4;1;1;5;1;2749;2749;2598;2598;13755;1050;12472;12472;2749;9112;1;1;D2;OBJ-3
2;23;F;289;1;1;0;COM;IDENTITY;2;1;1;6;1;3031;2648;2665;3081;9927;783;9144;8961;2648;8410;1;1;D1;OBJ-13
2;23;F;289;1;0;1;COM;LOCATION;3;1;0;7;2;1432;1432;1449;1449;10676;167;8811;8811;5442;15136;1;1;D1;OBJ-6
2;23;F;289;0;0;0;NCOM;NO;4;0;0;8;2;6581;3365;2015;3431;13191;766;12425;10676;5697;15151;1;1;D2;OBJ-4
2;23;F;289;1;1;0;COM;IDENTITY;2;0;0;9;2;2732;2215;2216;2782;9061;883;8178;7845;7992;15154;1;1;D1;OBJ-14
2;23;F;289;0;0;1;NCOM;LOCATION;6;0;1;10;2;1300;1100;1116;1350;10775;0;8993;8993;5131;15149;1;0;D2;OBJ-7
2;23;F;289;0;1;0;NCOM;IDENTITY;5;1;1;11;2;4365;2732;600;1899;7313;949;6364;6364;2732;12748;1;1;D2;OBJ-15
2;23;F;289;1;0;0;COM;NO;1;1;1;12;2;1266;1266;1299;1299;6960;1815;5145;4845;1616;9563;1;1;D1;OBJ-1
2;24;F;278;0;0;1;NCOM;LOCATION;6;1;0;1;1;5113;5113;1882;1882;12277;0;10478;10478;7300;15128;1;0;D1;OBJ-10
2;24;F;278;1;1;0;COM;IDENTITY;2;1;1;2;1;3613;3613;4130;4130;6981;1583;5148;4748;4895;15134;1;1;D2;OBJ-7
2;24;F;278;0;1;0;NCOM;IDENTITY;5;0;0;3;1;2349;2349;733;2549;13323;3364;9959;9693;8328;15142;1;1;D1;OBJ-2
2;24;F;278;1;0;0;COM;NO;1;0;0;4;1;3780;1033;1033;1649;6712;2715;3664;3664;3730;15137;1;1;D2;OBJ-4
2;24;F;278;1;0;1;COM;LOCATION;3;1;1;5;1;1632;1632;667;1882;4714;2332;2382;2382;4580;15142;1;1;D1;OBJ-5
2;24;F;278;0;0;0;NCOM;NO;4;0;1;6;1;333;333;333;333;3980;0;2398;2398;2166;15139;1;0;D2;OBJ-11
2;24;F;278;0;1;0;NCOM;IDENTITY;5;1;1;7;2;450;450;1382;1382;6829;1149;5563;5563;1066;15145;1;1;D1;OBJ-1
2;24;F;278;1;1;0;COM;IDENTITY;2;0;0;8;2;932;649;649;649;6648;2349;4082;4082;649;6875;1;1;D2;OBJ-8
2;24;F;278;0;0;0;NCOM;NO;4;1;0;9;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;13851;0;0;D2;OBJ-12
2;24;F;278;1;0;1;COM;LOCATION;3;0;0;10;2;2465;2465;2066;2798;6348;1732;4499;4499;3048;15132;1;1;D1;OBJ-6
2;24;F;278;0;0;1;NCOM;LOCATION;6;0;1;11;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;14578;0;0;D1;OBJ-9
2;24;F;278;1;0;0;COM;NO;1;1;1;12;2;916;916;933;933;5462;499;4963;4963;4996;15138;1;1;D2;OBJ-3
2;25;F;291;0;1;0;NCOM;IDENTITY;5;1;1;1;1;6515;5315;583;2015;12009;0;12009;11859;5315;15137;1;0;D1;OBJ-1
2;25;F;291;0;0;0;NCOM;NO;4;0;1;2;1;2231;716;766;3230;7978;0;7496;7496;932;9286;1;0;D2;OBJ-7
2;25;F;291;1;1;0;COM;IDENTITY;2;0;0;3;1;3680;2347;899;3680;10010;300;9177;9177;8126;15141;1;1;D2;OBJ-16
2;25;F;291;1;0;1;COM;LOCATION;3;1;0;4;1;8553;3196;534;3031;11773;0;7111;7111;5378;15165;1;0;D1;OBJ-6
2;25;F;291;0;0;1;NCOM;LOCATION;6;1;1;5;1;2482;1066;1083;1899;10044;2199;7845;7745;1366;13894;1;1;D1;OBJ-13
2;25;F;291;1;0;0;COM;NO;1;0;0;6;1;7377;733;500;1549;12475;933;11342;11342;3729;15158;1;1;D2;OBJ-4
2;25;F;291;1;0;0;COM;NO;1;1;1;7;2;2914;949;466;1283;11377;666;10544;10544;3829;15141;1;1;D2;OBJ-3
2;25;F;291;1;0;1;COM;LOCATION;3;0;1;8;2;2432;616;633;1649;7461;0;5980;5980;3864;15117;1;0;D1;OBJ-5
2;25;F;291;0;0;1;NCOM;LOCATION;6;0;0;9;2;2364;1848;1782;2398;5661;964;4697;4697;3318;15112;1;1;D1;OBJ-14
2;25;F;291;1;1;0;COM;IDENTITY;2;1;1;10;2;916;916;933;933;8960;366;8394;8394;3715;15145;1;1;D2;OBJ-15
2;25;F;291;0;1;0;NCOM;IDENTITY;5;0;0;11;2;1599;967;583;2232;11927;950;10977;10977;1284;15140;1;1;D1;OBJ-2
2;25;F;291;0;0;0;NCOM;NO;4;1;0;12;2;1831;516;116;2398;9044;0;7763;7763;516;11749;1;0;D2;OBJ-8
2;26;M;286;1;0;1;COM;LOCATION;3;0;1;1;1;8946;5964;533;2348;13743;0;11443;11443;6763;15136;1;0;D1;OBJ-9
2;26;M;286;0;1;0;NCOM;IDENTITY;5;1;1;2;1;3165;2365;900;4396;11943;684;11159;11159;4164;15135;1;1;D2;OBJ-3
2;26;M;286;1;0;0;COM;NO;1;0;0;3;1;2182;1266;550;2215;7843;84;6042;2679;5690;15118;1;1;D2;OBJ-8
2;26;M;286;0;0;1;NCOM;LOCATION;6;1;1;4;1;1732;1033;783;2232;12626;233;12260;11960;5511;15148;1;1;D1;OBJ-5
2;26;M;286;1;1;0;COM;IDENTITY;2;1;0;5;1;1682;716;583;2115;13191;0;10910;10660;2493;15135;1;0;D2;OBJ-12
2;26;M;286;0;0;0;NCOM;NO;4;0;0;6;1;1533;1033;549;1665;13773;1049;12324;12324;9462;15108;1;1;D1;OBJ-2
2;26;M;286;0;0;1;NCOM;LOCATION;6;0;0;7;2;2448;2448;966;966;12976;1215;11261;11161;3330;15141;1;1;D1;OBJ-6
2;26;M;286;1;1;0;COM;IDENTITY;2;0;1;8;2;4064;3947;1482;2948;6829;0;5596;5330;4247;15132;1;0;D2;OBJ-11
2;26;M;286;0;0;0;NCOM;NO;4;1;1;9;2;1416;1249;650;1699;12458;2648;9660;9660;1866;15138;1;1;D1;OBJ-1
2;26;M;286;1;0;0;COM;NO;1;1;1;10;2;3014;1682;933;2881;10607;0;10490;9708;1849;15147;1;0;D2;OBJ-7
2;26;M;286;0;1;0;NCOM;IDENTITY;5;0;0;11;2;3314;2331;950;1283;10910;1699;9011;8511;4630;15126;1;1;D2;OBJ-4
2;26;M;286;1;0;1;COM;LOCATION;3;1;0;12;2;7196;4647;1016;1865;10511;0;9028;9028;4647;15165;1;0;D1;OBJ-10
2;27;F;280;0;0;0;NCOM;NO;4;1;1;1;1;8678;8362;982;982;13991;783;13208;12991;8530;15140;1;1;D1;OBJ-5
2;27;F;280;1;1;0;COM;IDENTITY;2;0;0;2;1;5965;4615;783;783;12789;2581;10208;10208;5597;15111;1;1;D1;OBJ-10
